y,arm,z
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
1,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
0,0,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
1,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
0,1,-0.8492371451314478
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
1,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
0,1,0.0
